File	Precision	Recall	F1	Accuracy
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.95_word_evaluation_index	0.3003467816966929	0.35168862038229176	0.32399635036496344	0.7855323336999942
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.35_word_evaluation_index	0.25365082317923915	0.28317757009345795	0.2676021784995829	0.7839547270306259
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.95_word_evaluation_index	0.29288777698355967	0.3183142357739367	0.30507212657049787	0.7838534128408499
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.35_word_evaluation_index	0.25398591027067113	0.28414393860831694	0.2682198619744506	0.7836073640942511
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.95_word_evaluation_index	0.2919082879828709	0.3181022749368073	0.3044428936962084	0.7836073640942511
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.9_word_evaluation_index	0.2870732246884448	0.41143521454238	0.3381835555748599	0.7794679557691194
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.9_word_evaluation_index	0.2808071472581639	0.3814206506956795	0.32347070043916076	0.7792653273895676
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.9_word_evaluation_index	0.27941403238242096	0.3790002091612633	0.32167583880703	0.7787877033520524
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_PseudoUniform_key-prob=0.95_word_evaluation_index	0.2942034860154033	0.35470628482064315	0.3216343171142426	0.7784403404156777
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_PseudoUniform_key-prob=0.95_word_evaluation_index	0.2930545425074966	0.3540585528248311	0.32068109258602345	0.7782666589474903
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.85_word_evaluation_index	0.28226196230062833	0.452763318196921	0.34773732562095955	0.7780350836565738
apple_tweets_autowrong_tweets_corrected_transition=Twitter_PseudoUniform_key-prob=0.95_word_evaluation_index	0.29385964912280704	0.3790946992257296	0.33107932379713917	0.776645631911075
apple_tweets_autowrong_words_corrected_transition=Hybrid_PseudoUniform_key-prob=0.95_word_evaluation_index	0.2798931195724783	0.32715205934023034	0.3016830168301683	0.7754009147223991
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.35_word_evaluation_index	0.24797727663969701	0.2981475732174273	0.27075795310370754	0.7753864412667169
apple_tweets_autowrong_words_corrected_transition=SwiftKey_PseudoUniform_key-prob=0.95_word_evaluation_index	0.27890305909810786	0.32694938440492477	0.30102109666681665	0.7750969721530713
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.25_word_evaluation_index	0.119533527696793	0.057579215307645044	0.07772051418754813	0.774662768482603
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.25_word_evaluation_index	0.11954356094910343	0.05800158186132349	0.07810650887573965	0.7745035604700978
apple_tweets_autowrong_words_corrected_transition=Twitter_PseudoUniform_key-prob=0.95_word_evaluation_index	0.2816660179057999	0.36133027064815737	0.3165631288826669	0.7738956753314421
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.3_word_evaluation_index	0.21136496777973052	0.16847217033993275	0.18749675206568622	0.7737075204075725
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.3_word_evaluation_index	0.21095762116600328	0.1683640100906288	0.18726942062873472	0.7736206796734788
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.3_word_evaluation_index	0.21517398745008556	0.17688988932658037	0.1941627631646677	0.7734180512939269
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.3_word_evaluation_index	0.2153846153846154	0.17719857491093194	0.19443444267270202	0.7733312105598332
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.3_word_evaluation_index	0.21226415094339623	0.1724943904263276	0.19032391169795748	0.7727956926995889
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.3_word_evaluation_index	0.22767672591980156	0.2112176414189837	0.21913856560230777	0.7727667457882244
apple_tweets_autowrong_words_corrected_transition=SwiftKey_Gaussian_variance=0.3_word_evaluation_index	0.21237208232723928	0.1726006915241566	0.1904320032993092	0.7727088519654953
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.35_word_evaluation_index	0.23123987763181572	0.26369792735481223	0.2464046021093001	0.7724772766745788
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.3_word_evaluation_index	0.2199957591178965	0.19820422198872864	0.20853223456107736	0.7720285995484282
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.35_word_evaluation_index	0.231203007518797	0.2648959081119885	0.24690531950485112	0.7719417588143345
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.25_word_evaluation_index	0.13574060427413412	0.08491609810068228	0.10447507231580738	0.7714786082325016
apple_tweets_autowrong_words_corrected_transition=Twitter_Gaussian_variance=0.3_word_evaluation_index	0.2209812108559499	0.20258373205741625	0.21138292561158262	0.7713772940427256
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.4_word_evaluation_index	0.24393723252496433	0.39215686274509803	0.3007783298887472	0.7698575811960864
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.85_word_evaluation_index	0.2595773230459577	0.43771919900441225	0.32589285714285715	0.7683378683494471
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.4_word_evaluation_index	0.23512890681261703	0.374727418799495	0.28895083853267844	0.7674260406414636
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.85_word_evaluation_index	0.26514042326633835	0.44193011647254576	0.33143380059065763	0.7673681468187344
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.8_word_evaluation_index	0.26281002140249277	0.48853264685232856	0.34176489849377867	0.7672378857175939
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.4_word_evaluation_index	0.23362539500143636	0.3739940216141642	0.28759614534523914	0.7667457882243964
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.35_word_evaluation_index	0.2408488482171032	0.31855175292153587	0.27430368373764596	0.7661957969084698
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.4_word_evaluation_index	0.2324092265153169	0.3615985508887128	0.2829553508150248	0.7657036994152724
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.85_word_evaluation_index	0.25608444265160685	0.42596734511295015	0.31986899563318777	0.7655589648584497
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.4_word_evaluation_index	0.23091423185673893	0.3610292450691453	0.281671456997568	0.7648787124413825
apple_tweets_autowrong_words_corrected_transition=Twitter_Gaussian_variance=0.35_word_evaluation_index	0.23203497615262322	0.305398618957941	0.2637094588490379	0.7640826723788572
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.2_word_evaluation_index	0.003847633705271258	0.0017815784785319793	0.0024354603019970775	0.7628669021015457
apple_tweets_autowrong_tweets_corrected_transition=Twitter_PseudoUniform_key-prob=0.9_word_evaluation_index	0.27196267823115844	0.43734150464919697	0.33537252359923836	0.7625629595322179
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.05_word_evaluation_index	0.0001918281220026856	8.92458723784025e-05	0.00012181751735899624	0.7624037515197128
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.15_word_evaluation_index	0.0001918281220026856	8.92458723784025e-05	0.00012181751735899624	0.7624037515197128
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.1_word_evaluation_index	0.0001918281220026856	8.92458723784025e-05	0.00012181751735899624	0.7624037515197128
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.2_word_evaluation_index	0.003800836183960471	0.0017853954650955187	0.0024295432458697765	0.7622879638742546
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.15_word_evaluation_index	0.00018950161076369148	8.943743851176102e-05	0.00012152144853566654	0.7618248132924217
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.05_word_evaluation_index	0.00018950161076369148	8.943743851176102e-05	0.00012152144853566654	0.7618248132924217
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.1_word_evaluation_index	0.00018950161076369148	8.943743851176102e-05	0.00012152144853566654	0.7618248132924217
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.35_word_evaluation_index	0.2234596586811954	0.2913402277238065	0.2529246395211753	0.7615353441787761
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.4_word_evaluation_index	0.23259703156574454	0.37880163413527007	0.288218279152096	0.7613761361662711
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.35_word_evaluation_index	0.22390922167172767	0.29227078335245643	0.2535631871861002	0.7612314016094482
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.85_word_evaluation_index	0.2491070848756413	0.43610732150977716	0.3170903079148584	0.7608550917617091
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.85_word_evaluation_index	0.24866960120885617	0.424898967220476	0.31373036594968706	0.760334047357147
apple_tweets_autowrong_words_corrected_transition=SwiftKey_Gaussian_variance=0.35_word_evaluation_index	0.21439749608763695	0.2703292138332122	0.23913642627468998	0.7602616800787356
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.25_word_evaluation_index	0.10062893081761007	0.05768554344002814	0.07333296070650047	0.7600445782435015
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.25_word_evaluation_index	0.10068649885583524	0.05811393854010742	0.07369361322018758	0.7598564233196318
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.35_word_evaluation_index	0.21454933158369557	0.2714819427148194	0.2396811580924458	0.7597840560412205
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.25_word_evaluation_index	0.0972026879199875	0.05433738097318075	0.06970749747842654	0.759711688762809
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.8_word_evaluation_index	0.25095951467128885	0.4733216579100992	0.3280067963914398	0.7595814276616685
apple_tweets_autowrong_words_corrected_transition=SwiftKey_Gaussian_variance=0.25_word_evaluation_index	0.09694513715710723	0.05435162530583712	0.0696528555431131	0.7595090603832572
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.25_word_evaluation_index	0.09725027186577598	0.05475857242827152	0.07006547652358834	0.7594945869275749
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.25_word_evaluation_index	0.09699411217849396	0.054772946014524454	0.07001062461555667	0.7592919585480229
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_PseudoUniform_key-prob=0.9_word_evaluation_index	0.260187880391638	0.4172058979526891	0.32049871653832046	0.7586261795866381
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_PseudoUniform_key-prob=0.9_word_evaluation_index	0.25895098427797597	0.41622425143342534	0.31927023945267957	0.7580617148150293
apple_tweets_autowrong_words_corrected_transition=Twitter_PseudoUniform_key-prob=0.9_word_evaluation_index	0.2591453438911066	0.42312212843252484	0.3214285714285714	0.7580038209923001
apple_tweets_autowrong_words_corrected_transition=Hybrid_PseudoUniform_key-prob=0.9_word_evaluation_index	0.2498812995998101	0.39233226837060703	0.3053080843658062	0.7573525154865975
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.8_word_evaluation_index	0.24411579609817496	0.44921829762594095	0.3163302752293578	0.757323568575233
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.45_word_evaluation_index	0.23254117790068682	0.47962893318290084	0.313221449038068	0.757164360562728
apple_tweets_autowrong_words_corrected_transition=SwiftKey_PseudoUniform_key-prob=0.9_word_evaluation_index	0.24876027443787785	0.3898232914626357	0.30371138295666594	0.7569762056388584
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.8_word_evaluation_index	0.24284297930350726	0.46040883458646614	0.31797160243407707	0.7566722630695305
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.8_word_evaluation_index	0.2421164817252837	0.44818382267610535	0.314392705958971	0.7562091124876975
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.25_word_evaluation_index	0.11781754032258064	0.08643002403401738	0.09971206142689559	0.7556301742604065
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.8_word_evaluation_index	0.2402866143677806	0.4588346308091531	0.31540114322779417	0.7555867538933596
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.25_word_evaluation_index	0.11590707122000762	0.08410095799557848	0.09747504403992953	0.755297284779714
apple_tweets_autowrong_words_corrected_transition=Twitter_Gaussian_variance=0.25_word_evaluation_index	0.11701590507447614	0.08543778801843319	0.09876411676965693	0.7551380767672089
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.75_word_evaluation_index	0.23990030719295194	0.514033780427223	0.32712902588421255	0.7535604700978406
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.1_word_evaluation_index	0.0001484560570071259	9.710623422023694e-05	0.00011741223435481979	0.7534881028194291
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.05_word_evaluation_index	0.0001484560570071259	9.710623422023694e-05	0.00011741223435481979	0.7534881028194291
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.15_word_evaluation_index	0.0001484560570071259	9.710623422023694e-05	0.00011741223435481979	0.7534881028194291
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.2_word_evaluation_index	0.00014843402107763098	9.711566475672526e-05	0.00011741223435481978	0.7534881028194291
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.45_word_evaluation_index	0.22616675722997043	0.466791277258567	0.3047014803969416	0.7525618016557634
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_PseudoUniform_key-prob=0.75_word_evaluation_index	0.2381956649091974	0.49767441860465117	0.3221870047543582	0.752388120187576
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.45_word_evaluation_index	0.21305926518554988	0.4292090255393008	0.28476249228871064	0.7482921322294911
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.2_word_evaluation_index	0.0032030749519538757	0.0017863522686673813	0.0022935779816513763	0.7481618711283506
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.2_word_evaluation_index	0.0032252862441541686	0.0017776197671318106	0.0022920009168003667	0.7479881896601632
apple_tweets_autowrong_words_corrected_transition=SwiftKey_Gaussian_variance=0.2_word_evaluation_index	0.0032175032175032173	0.0017780938833570413	0.0022904260192395786	0.7478145081919759
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.1_word_evaluation_index	0.00015964240102171138	8.94854586129754e-05	0.00011468547508458055	0.7476263532681063
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.15_word_evaluation_index	0.00015964240102171138	8.94854586129754e-05	0.00011468547508458055	0.7476263532681063
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.05_word_evaluation_index	0.00015964240102171138	8.94854586129754e-05	0.00011468547508458055	0.7476263532681063
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.15_word_evaluation_index	0.00016074586079408456	8.904719501335708e-05	0.00011460661280155864	0.7474526717999189
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.1_word_evaluation_index	0.00016074586079408456	8.904719501335708e-05	0.00011460661280155864	0.7474526717999189
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.05_word_evaluation_index	0.00016074586079408456	8.904719501335708e-05	0.00011460661280155864	0.7474526717999189
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.2_word_evaluation_index	0.003161555485298767	0.0017909913136921285	0.0022866289372892013	0.7473947779771898
apple_tweets_autowrong_words_corrected_transition=SwiftKey_Gaussian_variance=0.1_word_evaluation_index	0.00016035920461834508	8.907098957869422e-05	0.00011452785890167783	0.7472789903317316
apple_tweets_autowrong_words_corrected_transition=SwiftKey_Gaussian_variance=0.15_word_evaluation_index	0.00016035920461834508	8.907098957869422e-05	0.00011452785890167783	0.7472789903317316
apple_tweets_autowrong_words_corrected_transition=SwiftKey_Gaussian_variance=0.05_word_evaluation_index	0.00016035920461834508	8.907098957869422e-05	0.00011452785890167783	0.7472789903317316
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.2_word_evaluation_index	0.0031821797931583136	0.0017822135091783995	0.0022848003655680585	0.7471921495976379
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.2_word_evaluation_index	0.0031746031746031746	0.0017826900793297086	0.0022832353444831323	0.7470184681294506
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.1_word_evaluation_index	0.0001575795776867318	8.971828458639871e-05	0.0001143379830779785	0.7468592601169455
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.15_word_evaluation_index	0.0001575795776867318	8.971828458639871e-05	0.0001143379830779785	0.7468592601169455
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.05_word_evaluation_index	0.0001575795776867318	8.971828458639871e-05	0.0001143379830779785	0.7468592601169455
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.1_word_evaluation_index	0.00015860428231562253	8.927774305865548e-05	0.00011424654404204272	0.7466566317373936
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.15_word_evaluation_index	0.00015860428231562253	8.927774305865548e-05	0.00011424654404204272	0.7466566317373936
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.05_word_evaluation_index	0.00015860428231562253	8.927774305865548e-05	0.00011424654404204272	0.7466566317373936
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.15_word_evaluation_index	0.00015822784810126583	8.93016610108948e-05	0.0001141682840506907	0.7464829502692063
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.05_word_evaluation_index	0.00015822784810126583	8.93016610108948e-05	0.0001141682840506907	0.7464829502692063
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.1_word_evaluation_index	0.00015822784810126583	8.93016610108948e-05	0.0001141682840506907	0.7464829502692063
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.75_word_evaluation_index	0.2292856310453327	0.4780126336248785	0.3099157281247539	0.746367162623748
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.45_word_evaluation_index	0.21095322315057632	0.42873078829945466	0.2827713059472716	0.7460342731430556
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.75_word_evaluation_index	0.22760262439760784	0.47717589774802194	0.3082003302146395	0.7452961269032594
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_Gaussian_variance=0.45_word_evaluation_index	0.20429109886923746	0.4461752786220871	0.2802593373374169	0.7381028194291669
apple_tweets_autowrong_tweets_corrected_transition=Twitter_PseudoUniform_key-prob=0.85_word_evaluation_index	0.23735165521549031	0.46740467404674046	0.3148301574150787	0.7366699473166213
apple_tweets_autowrong_words_corrected_transition=Hybrid_Gaussian_variance=0.4_word_evaluation_index	0.19897416651028962	0.37035743392711606	0.2588704427083333	0.7363804782029757
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.75_word_evaluation_index	0.2182480543136281	0.493325015595758	0.30261748048369813	0.736235743646153
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Hybrid_PseudoUniform_key-prob=0.7_word_evaluation_index	0.21428961301239016	0.504951768488746	0.3008890251379522	0.7359462745325074
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.2_word_evaluation_index	0.00012597631645250694	9.699321047526673e-05	0.00010960105217010084	0.7359173276211428
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.1_word_evaluation_index	0.00012599218848431397	9.69838037047813e-05	0.00010960105217010084	0.7359173276211428
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.15_word_evaluation_index	0.00012599218848431397	9.69838037047813e-05	0.00010960105217010084	0.7359173276211428
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.1_word_evaluation_index	0.00012518778167250875	9.746588693957115e-05	0.00010960105217010084	0.7359173276211428
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.15_word_evaluation_index	0.00012518778167250875	9.746588693957115e-05	0.00010960105217010084	0.7359173276211428
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.05_word_evaluation_index	0.00012518778167250875	9.746588693957115e-05	0.00010960105217010084	0.7359173276211428
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=Twitter_Gaussian_variance=0.05_word_evaluation_index	0.00012599218848431397	9.69838037047813e-05	0.00010960105217010084	0.7359173276211428
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.2_word_evaluation_index	0.00012517211165352359	9.747538746466517e-05	0.00010960105217010082	0.7359173276211428
apple_tweets_autowrong_words_corrected_transition=Twitter_Gaussian_variance=0.15_word_evaluation_index	0.00012561236025624922	9.702144173862424e-05	0.00010948105977665864	0.7356278585074972
apple_tweets_autowrong_words_corrected_transition=Twitter_Gaussian_variance=0.1_word_evaluation_index	0.00012561236025624922	9.702144173862424e-05	0.00010948105977665864	0.7356278585074972
apple_tweets_autowrong_words_corrected_transition=Twitter_Gaussian_variance=0.05_word_evaluation_index	0.00012561236025624922	9.702144173862424e-05	0.00010948105977665864	0.7356278585074972
apple_tweets_autowrong_words_corrected_transition=Twitter_Gaussian_variance=0.2_word_evaluation_index	0.00012559658377292137	9.703085581214826e-05	0.00010948105977665864	0.7356278585074972
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.75_word_evaluation_index	0.21593095486779176	0.49253918495297805	0.30023694871206913	0.7349910264574769
apple_tweets_autowrong_tweets_corrected_dict=NLTKWordNet_transition=SwiftKey_Gaussian_variance=0.45_word_evaluation_index	0.20082649371520403	0.44358519269776875	0.27648058156532734	0.7349476060904302
apple_tweets_autowrong_tweets_corrected_transition=Hybrid_Gaussian_variance=0.4_word_evaluation_index	0.20285609666788723	0.38516801853997684	0.26574992005116727	0.7341515660279048
apple_tweets_autowrong_words_corrected_dict=NLTKWordNet_transition=SwiftKey_PseudoUniform_key-prob=0.7_word_evaluation_index	0.21026058631921823	0.5023346303501945	0.29644087256027557	0.7339199907369883
apple_tweets_autowrong_tweets_corrected_transition=SwiftKey_Gaussian_variance=0.4_word_evaluation_index	0.2014843654945857	0.3844903645228697	0.26441002714354145	0.7332831586869681
apple_tweets_autowrong_words_corrected_transition=Twitter_PseudoUniform_key-prob=0.85_word_evaluation_index	0.22674582979926491	0.4551129270230394	0.30268719806763283	0.7325884328142187
apple_tweets_autowrong_tweets_corrected_transition=Twitter_Gaussian_variance=0.4_word_evaluation_index	0.20458823529411765	0.40418361417780363	0.27166569029486426	0.7300845249811845
